transcript_id,bw2-FR1,bw2-FR2,bw2-FR3,bw2-R1,bw2-R2,bw2-R3
rna-gnl|JCVI|mRNA.AT1G34097.1,0,0,0,0,0,0
rna-NM_001198168.2,0,0,0,176,176,181
rna-NM_102640.3,440,708,0,0,326,0
MSTRG.18530.1,37,46,38,125,93,349
rna-NM_101632.4,0,0,0,6,3,9
MSTRG.5406.1,598,904,838,770,638,820
MSTRG.13709.1,6,0,7,29,29,81
MSTRG.18493.1,1172,1859,1538,1479,1246,1745
MSTRG.8749.1,625,875,694,661,647,827
rna-NM_001198196.1,0,0,0,0,0,0
MSTRG.9073.1,755,1130,920,1187,999,1264
MSTRG.12149.1,307,533,433,626,586,549
MSTRG.1117.3,644,864,846,2425,2270,2538
MSTRG.17292.1,429,652,611,1220,949,1228
rna-gnl|JCVI|mRNA.AT1G24967.1,0,0,0,0,0,0
MSTRG.1891.2,112,195,121,41,34,49
MSTRG.1891.3,219,325,248,72,24,55
MSTRG.11050.1,67,140,118,233,182,157
rna-gnl|JCVI|mRNA.AT1G22560.1,0,0,0,0,0,0
rna-NM_105455.3,0,0,3,0,0,0
MSTRG.11145.1,271,348,263,428,359,426
rna-NM_001124104.1,0,0,0,0,0,0
rna-NM_102803.4,0,0,0,0,0,14
rna-NM_105374.2,0,0,0,0,0,0
MSTRG.3199.3,138,312,145,155,155,123
rna-NM_001331834.1,0,0,0,0,0,0
rna-NM_102982.4,0,11,0,46,25,49
MSTRG.18743.1,5104,5414,4819,4621,3863,2854
rna-NM_001035954.4,748,1079,0,0,1703,0
MSTRG.9063.1,1424,1991,1976,3794,3285,4129
MSTRG.5231.3,4317,6729,5538,12748,11548,12641
rna-NM_001334681.1,0,0,0,0,0,0
MSTRG.14021.1,14,14,35,61,17,133
MSTRG.18707.1,9957,10960,12608,27378,23579,30903
rna-NM_100802.5,0,0,0,1,0,0
rna-NM_100892.3,480,617,455,733,736,566
MSTRG.5790.1,1988,2857,2950,4955,4392,4211
rna-NM_103796.4,0,0,0,0,0,0
rna-NM_100983.5,0,0,0,0,0,0
MSTRG.1885.7,316,445,406,476,439,272
MSTRG.1885.6,29,17,26,18,12,22
rna-NM_179280.4,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G56780.1,0,0,0,0,0,0
rna-NM_101644.3,1078,0,0,122,0,0
rna-NM_001334986.1,9,0,0,0,6,0
rna-NM_106511.2,0,0,0,0,0,0
rna-NR_139536.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G56990.1,0,0,0,0,0,0
rna-NM_001334695.1,0,0,0,0,0,0
rna-NM_101547.4,522,781,661,744,567,829
MSTRG.10509.1,68,144,88,96,137,88
rna-NM_001332085.1,0,0,0,0,0,0
rna-NM_202117.2,0,0,0,0,0,0
rna-NM_106523.2,0,0,0,0,0,3
rna-NM_103697.1,0,0,0,0,0,0
MSTRG.11414.1,339,595,531,1134,1134,1760
rna-NM_105248.1,0,0,0,0,0,0
MSTRG.14678.1,550,833,606,500,314,515
rna-NM_001333170.1,0,0,0,0,0,0
MSTRG.3463.3,2,8,6,2,10,16
MSTRG.3096.1,252,407,352,743,544,534
rna-NM_102045.1,0,0,0,0,0,0
rna-NR_138806.1,0,0,0,0,0,0
MSTRG.10167.1,714,971,803,1093,1028,936
rna-NR_143581.1,0,0,0,0,0,0
rna-NM_102774.2,0,0,0,0,0,3
MSTRG.9168.1,18,34,56,105,95,72
MSTRG.10036.1,478,897,736,1417,1393,1645
rna-NR_139500.1,0,0,0,0,0,0
rna-NM_001198166.1,0,0,0,0,0,0
MSTRG.18164.1,318,506,448,1631,1531,1622
rna-NM_001332776.1,0,0,0,0,0,0
rna-NM_103152.4,925,1463,1219,594,622,774
MSTRG.16132.1,305,521,671,2088,1638,2071
MSTRG.17328.1,28,57,34,67,49,59
rna-NR_139748.1,0,0,0,0,0,0
rna-NR_138676.1,1,0,0,0,0,1
MSTRG.13375.1,646,797,685,1907,1600,1983
MSTRG.18566.1,1486,1876,1977,5426,4292,4403
rna-NM_103997.4,0,0,0,0,8,69
rna-NM_001334964.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G76000.1,0,0,0,0,0,0
MSTRG.6558.1,187,337,252,191,182,194
rna-NM_105728.4,13206,21460,22558,60897,58478,58062
MSTRG.10896.1,359,566,506,722,711,481
MSTRG.7025.1,28,53,35,58,40,81
rna-NM_103128.4,19,32,30,35,58,60
rna-NM_100926.3,0,0,0,0,0,0
MSTRG.17312.1,38,69,27,31,22,113
MSTRG.12087.1,2860,3816,3853,3038,2697,2575
rna-NM_103987.2,0,0,0,0,0,0
rna-NM_001333094.1,0,0,0,0,0,0
rna-NR_138640.1,28,66,33,93,56,55
rna-NM_202294.1,1041,1589,1379,1577,1446,1287
rna-NM_105421.2,0,0,0,0,0,0
rna-NM_179553.1,186,291,338,929,751,940
MSTRG.12939.1,278,382,323,441,413,620
rna-NM_001331369.1,0,68,33,0,0,84
rna-NM_001036180.3,0,0,0,0,0,0
rna-NM_001036203.1,0,0,0,0,0,0
MSTRG.3598.2,328,463,472,799,813,1110
MSTRG.6865.1,53,105,99,174,232,150
MSTRG.7285.1,345,422,426,440,478,586
MSTRG.8958.1,21,7,7,9,7,81
rna-NR_139538.1,0,1,2,6,10,15
MSTRG.5285.3,129,204,228,385,394,302
rna-NM_100583.2,145,226,227,100,92,117
MSTRG.7106.1,1675,3078,2413,2699,2611,3244
MSTRG.18265.1,469,715,541,922,939,789
rna-NM_100773.4,114,87,106,137,174,373
MSTRG.6587.1,153,253,225,1324,1140,1666
rna-NM_001332677.1,0,0,0,0,0,0
rna-NM_106424.4,43,100,101,312,321,338
MSTRG.9381.1,398,314,447,941,785,957
MSTRG.16760.1,631,941,803,1756,1638,2206
rna-NM_001123872.2,0,0,0,0,11,0
MSTRG.10254.1,798,1136,931,1016,947,716
MSTRG.11333.1,49,79,93,408,345,434
rna-NM_148669.4,0,0,0,0,0,0
MSTRG.9453.1,81,77,80,39,40,92
MSTRG.10973.1,172,320,225,463,389,321
MSTRG.15433.1,198,285,259,364,381,329
MSTRG.14397.1,511,714,626,501,496,494
rna-NM_001331256.1,0,0,0,0,0,0
rna-NM_148608.1,0,0,0,0,0,0
rna-NM_105560.3,129,214,135,93,80,111
MSTRG.8794.1,591,882,728,378,341,499
rna-NM_001331375.1,96,107,107,113,57,225
MSTRG.18346.1,591,822,645,669,677,735
rna-NM_001123995.1,0,0,0,0,0,0
rna-NM_101863.4,255,387,390,536,487,535
MSTRG.16418.1,304,402,338,200,161,223
MSTRG.17074.1,175,227,209,332,224,329
rna-NM_102285.1,0,0,0,0,0,0
rna-NM_001333064.1,0,0,0,0,354,1633
MSTRG.15385.1,2846,4237,3203,1665,1361,1708
MSTRG.9836.1,16,10,11,49,36,35
rna-NM_001332223.1,0,0,0,0,0,0
MSTRG.18452.1,17,0,8,15,2,22
rna-NR_138678.1,11,6,6,70,43,161
MSTRG.11323.1,31,38,23,119,97,76
MSTRG.17518.1,530,767,750,628,530,607
rna-NM_001083988.3,0,0,0,0,0,0
MSTRG.5486.1,607,1046,728,1227,1256,1427
MSTRG.4945.4,358,623,469,496,437,431
rna-NM_103633.1,0,0,0,0,0,0
MSTRG.8604.1,589,885,855,739,622,999
MSTRG.323.2,8168,12133,12182,25667,23797,26713
MSTRG.9188.1,198,251,178,149,104,102
MSTRG.14857.1,266,331,365,511,314,562
rna-NM_102230.5,0,0,0,0,0,0
MSTRG.17143.1,4138,6028,4975,4120,3739,4444
MSTRG.14301.1,17,30,21,15,11,15
rna-NM_101948.3,267,574,426,1468,1313,1737
rna-NM_100599.4,1684,2000,2023,1466,1260,1086
rna-NM_001124065.1,0,0,0,0,0,0
rna-NM_101317.2,0,6,0,11,3,0
MSTRG.17046.1,5,0,3,3,15,23
rna-NM_202062.3,0,0,0,0,0,0
MSTRG.8088.1,590,897,784,1706,1410,2078
rna-NM_001036074.1,0,0,0,0,0,0
rna-NM_001124079.2,0,0,0,0,0,0
rna-NM_104234.4,0,0,0,0,0,0
MSTRG.12818.1,4054,6862,4933,2834,2697,3549
rna-NM_001123733.2,0,0,0,3,17,0
rna-NM_102379.1,0,0,0,0,0,0
MSTRG.13113.1,73,180,127,135,143,224
rna-gnl|WGS:|mrna.AT1G36660-RA,3,0,0,0,0,0
rna-NM_001331367.1,0,0,0,0,0,0
MSTRG.670.4,18,32,21,39,23,127
MSTRG.10323.1,1135,1452,1295,2274,1953,2270
rna-NR_138783.1,29,55,43,25,25,24
MSTRG.5759.1,65,107,80,111,82,392
rna-NM_202054.3,0,0,0,0,0,0
rna-NM_104830.2,0,0,0,0,0,0
MSTRG.12548.1,348,384,450,449,377,482
MSTRG.9806.1,3355,5738,4843,8912,8449,9514
rna-gnl|JCVI|mRNA.AT1G42045.1,0,0,0,0,0,0
MSTRG.8576.1,53,70,73,91,60,64
MSTRG.15210.1,710,964,950,1704,1742,1857
rna-NM_001331761.1,0,0,0,0,0,0
rna-NM_100646.3,3,6,17,33,41,57
rna-NM_202073.4,0,0,0,0,0,0
MSTRG.16388.1,1165,1814,1561,3079,2712,3341
MSTRG.11694.1,993,1715,1274,2759,2445,3145
rna-NM_100506.5,1181,1930,1328,721,758,686
MSTRG.11789.1,6325,9146,7280,4342,3656,5089
MSTRG.10601.1,8820,12130,10642,4468,4252,5773
rna-NM_106672.5,0,0,0,0,0,0
MSTRG.12693.1,229,252,324,578,457,392
MSTRG.8853.1,1041,1628,1463,991,1105,1124
MSTRG.9082.1,108,158,109,135,127,531
MSTRG.10333.1,78,165,142,119,82,440
MSTRG.8588.1,126,135,112,387,320,374
rna-NM_001333470.1,0,0,0,0,0,0
rna-NM_100138.3,3,3,3,6,0,0
MSTRG.9248.1,550,1051,547,289,277,281
rna-NM_104609.4,124,250,215,508,343,497
MSTRG.7593.1,0,7,2,31,17,26
rna-NR_139733.1,0,0,0,0,0,0
MSTRG.9838.1,253530,370814,263352,28867,21819,26971
rna-NM_101119.7,328,513,467,431,339,729
rna-NM_101812.5,0,0,0,0,0,0
rna-NR_138792.1,12,15,17,111,66,33
rna-gnl|JCVI|mRNA.AT1G41115.1,0,0,0,0,0,0
rna-NM_179426.4,0,0,0,0,0,0
rna-NR_139279.1,0,0,0,0,0,0
MSTRG.6961.1,92,101,70,131,93,109
MSTRG.4419.2,396,537,616,2086,1810,2314
rna-NM_106644.4,0,0,0,0,0,0
MSTRG.16148.1,7,10,6,6,17,3
rna-NM_148514.1,0,0,0,0,0,0
rna-NM_001331775.1,52,0,0,0,402,414
MSTRG.14320.1,303,395,439,1342,993,1412
MSTRG.224.2,1514,2199,1571,649,603,703
rna-NM_202399.2,0,0,0,0,0,0
MSTRG.3704.2,58,73,58,103,65,83
rna-NM_001084277.1,0,0,0,0,0,0
MSTRG.5743.1,189,311,244,420,416,344
MSTRG.876.3,15,18,28,20,16,143
MSTRG.15871.1,99,170,114,163,184,185
MSTRG.876.5,116,186,208,179,175,478
MSTRG.876.4,15,29,34,48,36,134
rna-NM_106663.1,0,0,0,0,0,0
MSTRG.876.6,1077,1800,1387,2370,2424,1807
MSTRG.16354.1,12,23,7,27,22,77
rna-NM_100163.3,0,26,0,0,0,0
MSTRG.14291.1,31,30,25,135,111,84
MSTRG.955.2,0,738,686,2158,2167,1180
rna-NM_001084267.2,0,0,0,0,0,0
rna-NM_001332110.1,43,4,68,160,133,0
MSTRG.2133.1,499,797,725,1535,1368,1651
rna-NM_103878.2,39,66,58,82,89,101
MSTRG.17612.1,119,207,163,174,122,559
MSTRG.16135.1,1445,2139,1766,923,807,1204
MSTRG.8327.1,193,318,222,923,674,872
rna-NM_104395.1,0,0,0,0,0,0
rna-NM_001331649.1,0,0,0,0,0,0
rna-NM_001198355.1,0,0,0,0,0,0
MSTRG.12160.1,125,227,158,320,356,251
rna-gnl|JCVI|mRNA.AT1G36403.1,0,0,0,0,0,0
MSTRG.6265.1,305,491,355,467,479,636
rna-NM_100379.3,0,0,0,0,0,0
rna-NM_001035957.3,0,0,0,0,0,0
MSTRG.16987.1,124,137,102,414,371,421
rna-NM_001331655.1,0,0,0,0,0,0
rna-NM_106090.4,44,41,51,43,15,17
MSTRG.12293.1,212,261,191,255,285,370
MSTRG.15371.1,41,35,68,49,37,186
MSTRG.3079.3,4115,6434,6294,8980,7843,9532
rna-NM_001198341.1,96,124,142,415,172,704
MSTRG.9260.1,337,455,406,1243,991,1471
rna-NR_139707.1,0,0,0,0,0,0
MSTRG.10390.1,16,31,25,41,39,22
rna-NM_104734.4,0,0,0,0,0,0
rna-NR_139616.1,0,0,0,0,0,0
MSTRG.9196.1,36,70,34,29,37,206
MSTRG.2828.5,1311,1809,1594,1429,1393,1172
MSTRG.2828.3,174,309,185,144,138,306
MSTRG.2123.4,5495,9087,6702,4787,3850,4654
rna-gnl|JCVI|mRNA.AT1G37015.1,0,0,0,0,0,0
rna-NM_105077.4,513,751,642,430,273,1085
rna-NM_001084154.1,464,875,736,2471,2977,2097
MSTRG.5905.1,85,126,100,259,278,293
rna-NM_179360.1,0,0,0,0,0,0
MSTRG.13647.1,461,795,570,408,354,456
MSTRG.18661.1,5501,7525,6234,2663,2043,2596
MSTRG.12062.1,1140,1877,1678,2912,2932,3193
rna-NM_202110.2,0,0,0,0,0,0
MSTRG.6271.1,1264,1442,1469,1498,1278,1645
MSTRG.14949.1,2,25,11,7,6,80
MSTRG.15065.1,144,192,198,311,264,241
MSTRG.15124.1,56,54,37,105,76,104
MSTRG.10763.1,483,663,560,2663,1922,2445
rna-gnl|JCVI|mRNA.AT1G36260.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G36270.1,0,0,0,0,0,0
MSTRG.15651.1,187,264,250,260,265,294
rna-NM_105067.4,735,913,861,1336,1144,2187
MSTRG.17571.1,4,19,4,3,2,55
rna-NR_139484.1,2,30,88,4,183,97
MSTRG.10031.1,2221,3328,2483,1651,1336,1713
rna-NR_139574.1,0,0,0,0,0,0
MSTRG.9624.1,307,297,250,590,482,618
MSTRG.4216.2,1441,1840,1747,860,756,708
rna-NM_001332771.1,0,0,0,0,0,0
MSTRG.18730.1,11833,12260,11301,9322,8279,5970
MSTRG.3510.6,1188,1731,1334,1826,1812,2366
MSTRG.878.4,693,583,698,1917,632,1149
MSTRG.878.3,4,1,3,7,1,5
rna-NM_001197988.1,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G07727-RA,0,0,0,0,0,0
rna-NM_101217.4,0,0,0,0,0,0
MSTRG.11484.1,6458,8955,7521,3344,2629,2307
MSTRG.11466.1,232,440,351,1068,820,901
rna-NM_001332450.1,0,0,0,0,19,78
rna-NM_001333602.1,0,0,0,0,0,0
MSTRG.11808.1,58,105,81,76,50,224
MSTRG.11441.1,559,858,662,630,559,667
rna-NM_101287.4,0,0,0,0,0,0
MSTRG.14419.1,16,14,11,18,13,63
rna-NR_143480.1,5,0,0,8,0,0
MSTRG.7721.1,247,399,240,323,338,442
MSTRG.13797.1,13,24,21,27,17,11
rna-NM_100377.4,0,0,0,0,0,0
MSTRG.11872.1,20,34,23,8,16,49
rna-gnl|JCVI|mRNA.AT1G37200.1,3,0,0,3,3,0
MSTRG.7026.1,1216,1873,1539,1772,1659,2204
MSTRG.8266.1,229,335,265,332,274,346
MSTRG.11923.1,99,144,117,48,51,145
rna-NM_102573.3,6,14,7,29,18,48
rna-NM_001084164.1,0,0,0,0,0,0
rna-NM_001160856.1,0,0,0,0,0,0
rna-NR_139383.1,0,0,0,0,0,1
rna-NM_001036187.5,0,0,0,0,0,0
rna-NM_105422.4,67,82,56,110,85,271
rna-NM_101045.2,12,0,0,0,0,0
MSTRG.14821.1,256,287,307,532,405,446
MSTRG.10929.1,29,102,56,182,136,180
MSTRG.7735.1,1477,2044,1762,1662,1481,1890
MSTRG.13787.1,631,825,603,539,491,573
MSTRG.17261.1,2128,2919,3172,5533,4475,5486
MSTRG.2510.2,10,27,27,6,4,4
MSTRG.5416.1,1205,1627,1398,1705,1346,2320
MSTRG.15679.1,93,201,185,80,59,173
rna-NR_139404.1,0,0,3,7,2,4
rna-NM_101051.3,56,95,78,202,215,277
MSTRG.15961.1,160,239,263,168,163,288
rna-NM_001035923.3,0,0,0,0,0,0
MSTRG.7105.1,397,663,541,697,624,784
rna-NM_102116.5,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G45040-RA,0,0,0,0,0,0
MSTRG.17875.1,143,280,225,833,994,704
MSTRG.14139.1,244,267,276,371,233,245
rna-NM_001160989.2,0,0,0,0,0,0
rna-NM_106427.2,0,3,0,0,2,0
MSTRG.13592.1,3964,6233,4943,7864,6971,9548
MSTRG.15906.1,41,27,40,19,15,141
MSTRG.15812.1,61,47,75,249,206,177
rna-NM_001333247.1,0,0,0,0,0,0
MSTRG.10257.1,77,171,107,316,309,405
rna-NM_101619.2,0,0,0,0,0,0
rna-NM_106078.5,0,0,0,0,0,0
rna-NM_179503.3,0,0,0,0,0,0
rna-NM_001333257.1,85,100,123,138,102,18
MSTRG.17547.1,952,1517,1215,996,771,989
rna-NM_202251.5,0,0,0,0,0,0
MSTRG.690.2,1477,1902,1722,1936,1852,2093
MSTRG.15430.1,10,19,6,11,2,45
MSTRG.14125.1,708,872,874,1267,1186,1353
rna-NR_138843.1,0,0,0,0,0,0
rna-NM_179564.1,0,0,0,0,0,0
rna-NM_105160.3,0,0,0,0,0,0
MSTRG.3901.2,109,245,220,959,827,942
rna-NM_100732.3,430,574,610,2201,1730,2243
MSTRG.10436.1,309,522,407,452,458,598
MSTRG.9363.1,0,0,2,15,15,12
rna-NM_102682.4,0,0,3,36,16,22
MSTRG.5603.1,92,81,124,16,26,27
rna-NM_001332863.1,0,0,0,0,0,0
rna-NM_102703.5,0,0,0,0,0,0
MSTRG.18451.1,30,35,18,16,23,22
rna-NR_143534.1,3,21,17,12,9,14
MSTRG.7695.1,1517,2231,2113,6736,6493,6164
rna-NM_100744.3,0,0,0,0,0,0
MSTRG.2197.5,896,1343,975,1673,1548,1838
MSTRG.11701.1,901,1595,1100,1704,1550,1475
MSTRG.4598.2,387,520,423,832,681,1069
MSTRG.13799.1,1014,1391,1259,1182,1236,766
rna-NM_001331844.1,0,0,0,0,0,0
MSTRG.16819.1,29,39,21,37,26,70
rna-NM_179512.4,1076,0,1047,389,107,0
MSTRG.16681.1,504,803,735,876,730,734
MSTRG.9373.1,1183,1428,1874,17996,12048,17605
MSTRG.7948.1,70,87,85,38,39,25
rna-NM_001036073.5,0,0,0,0,0,0
MSTRG.9578.1,17,29,15,30,23,128
MSTRG.16048.1,360,686,442,219,176,200
rna-NM_001332273.1,0,0,0,0,0,0
MSTRG.18319.1,22,41,50,36,25,19
rna-NM_101704.5,403,1055,394,629,584,512
rna-NM_100242.3,0,0,0,0,0,0
MSTRG.13955.1,3,3,10,25,23,119
MSTRG.4889.2,1613,2354,2150,2509,2065,2665
rna-NM_103587.3,19,33,36,175,115,194
MSTRG.18685.1,54,95,86,942,602,691
MSTRG.11588.1,29,62,43,21,25,13
rna-NM_105793.3,0,0,0,0,0,0
rna-NM_001334466.1,0,0,0,0,0,0
rna-NM_100850.3,154,223,249,1268,932,2126
rna-gnl|JCVI|mRNA.AT1G40100.1,0,0,0,0,0,0
rna-NM_001332956.1,0,0,0,0,0,0
rna-NM_001332214.1,0,0,0,0,0,0
rna-NM_001084051.1,0,0,0,0,0,0
MSTRG.9711.1,766,1046,827,1907,1683,1626
MSTRG.16910.1,44,22,46,35,54,38
MSTRG.8650.1,867,1425,1289,5370,5965,4626
rna-NM_001334484.1,0,0,0,0,0,0
MSTRG.12382.1,1078,1598,1319,1791,1664,1872
rna-NM_103604.2,0,0,0,0,0,0
rna-NM_103139.3,0,0,0,0,0,0
MSTRG.7240.1,580,911,721,1561,1507,1871
rna-NM_001332262.1,81,135,38,92,60,227
rna-NM_105148.3,0,0,0,0,0,0
MSTRG.13949.1,27,52,43,32,39,95
rna-NM_102719.7,0,0,0,0,0,0
MSTRG.7250.1,5477,7796,6954,3566,3444,3752
rna-NM_103597.5,0,0,0,0,0,0
MSTRG.17549.1,44,98,69,92,119,297
MSTRG.12952.1,20,15,15,34,36,124
rna-NM_001332847.1,0,0,5,0,0,7
rna-NM_001084370.2,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G38194.1,0,0,0,0,0,0
rna-NM_001333955.1,0,140,129,0,0,0
rna-NM_202406.2,0,0,0,0,0,0
MSTRG.15807.1,37,30,59,268,252,239
rna-NM_104970.1,47,74,58,48,41,46
MSTRG.13124.1,9,7,3,44,10,14
MSTRG.5060.3,965,1594,1353,3656,3577,3652
rna-NM_104859.3,65,113,77,156,170,231
MSTRG.3450.13,796,1463,905,464,505,481
MSTRG.3450.12,20,15,17,11,9,11
rna-NM_001161001.2,0,0,0,0,0,0
MSTRG.13499.1,1089,1697,1103,1385,1374,1838
MSTRG.18303.1,3642,5152,4587,5347,4510,6085
rna-NM_202091.2,11,10,3,49,35,27
rna-NR_139056.1,0,0,0,0,0,0
MSTRG.13571.1,92,166,169,204,247,218
rna-NM_001332491.1,0,0,0,0,0,0
rna-NM_101784.1,0,0,0,0,0,0
MSTRG.16663.1,198,342,253,501,511,588
rna-NM_148513.1,0,0,0,0,0,0
MSTRG.2867.2,247,353,317,614,507,307
MSTRG.2867.4,9,16,11,25,30,39
MSTRG.6661.1,869,1126,953,1314,1438,1451
rna-NM_001333031.1,0,0,0,0,0,0
MSTRG.13152.1,519,666,742,1060,888,1073
rna-gnl|JCVI|mRNA.AT1G62460.1,0,0,0,0,0,0
MSTRG.678.3,5,3,2,19,4,25
rna-NR_138770.1,0,0,0,0,0,0
MSTRG.9492.1,3,3,6,38,26,116
rna-NM_105627.3,21,19,0,29,22,66
MSTRG.4584.3,109,154,155,392,349,933
MSTRG.11600.1,124,195,166,185,149,181
rna-NM_001331476.1,17,46,58,72,54,81
rna-NM_106216.3,9,3,11,95,89,86
MSTRG.9756.1,279,474,460,322,317,290
rna-NM_001333547.1,0,0,0,0,0,0
MSTRG.7228.1,190,252,195,127,118,461
rna-NM_100522.3,3,8,9,41,30,41
MSTRG.7428.1,1963,2734,2274,3465,3012,3517
rna-NM_100613.5,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G35930.1,0,0,0,0,0,0
MSTRG.11627.1,973,1378,1162,1332,1249,1343
MSTRG.14281.1,19,22,33,178,135,150
MSTRG.8324.1,34,74,48,88,80,213
rna-NM_106681.1,0,100,0,0,1,1
rna-NR_139086.1,0,0,0,0,0,0
rna-NM_001333557.1,0,0,0,0,0,0
MSTRG.18382.1,830,1252,1065,636,643,745
MSTRG.6675.1,121,174,136,92,81,434
MSTRG.16768.1,10,8,13,5,2,37
rna-gnl|JCVI|mRNA.AT1G57180.1,0,0,0,0,0,0
rna-NM_001123748.2,0,0,0,0,0,0
rna-NM_104871.3,621,1008,854,844,935,848
MSTRG.8105.1,56,98,83,190,175,449
MSTRG.7822.1,7,29,6,19,35,88
MSTRG.10454.1,591,738,647,929,841,1012
rna-NR_139611.1,386,492,440,626,516,379
MSTRG.9922.1,79,73,72,65,37,198
MSTRG.12277.1,1700,2357,2185,4908,4506,5385
rna-NM_100558.3,0,6,0,0,0,3
rna-gnl|JCVI|mRNA.AT1G03420.1,233,284,297,868,600,569
MSTRG.6854.1,25,37,15,28,33,53
MSTRG.2237.7,579,742,618,1977,2057,1531
MSTRG.11637.1,152,230,227,324,303,952
MSTRG.17923.1,444,802,707,2355,2130,2619
rna-NM_001331971.1,0,0,216,94,74,149
rna-NM_001332510.1,0,0,0,0,0,0
rna-NR_138634.1,0,0,0,3,10,14
rna-NM_001331486.1,0,0,0,0,0,0
rna-NM_103753.5,0,0,0,0,0,0
MSTRG.14225.1,10503,16384,13270,6618,6585,6521
rna-NM_179349.1,6,0,0,0,0,0
MSTRG.5964.1,18348,25523,27822,53593,44896,55434
rna-NM_106296.6,0,0,0,0,0,0
MSTRG.66.7,431,813,664,119,179,112
MSTRG.15656.1,277,427,353,658,676,768
MSTRG.6582.1,97,152,85,77,30,473
rna-NM_104516.1,0,0,0,0,0,0
rna-NM_102961.2,0,0,0,0,0,0
MSTRG.5255.4,744,1194,612,560,419,419
MSTRG.10706.1,124,222,168,378,463,457
MSTRG.13079.1,277,593,412,253,270,340
MSTRG.5574.1,1965,3352,2302,885,848,932
MSTRG.14306.1,733,994,1123,2732,2507,2947
MSTRG.13670.1,43,49,51,55,58,207
MSTRG.12619.1,97,104,97,125,87,314
MSTRG.3773.3,656,950,696,1117,840,1239
MSTRG.16581.1,4075,6204,5687,6804,6139,7314
MSTRG.3773.4,3,18,10,16,3,36
rna-NM_001332026.1,0,0,0,0,0,0
MSTRG.2229.1,11177,17746,13795,2084,1844,1727
rna-gnl|JCVI|mRNA.AT1G28740.1,1,0,0,0,0,1
rna-NM_101527.4,18,0,0,40,36,90
MSTRG.16253.1,1075,1594,1286,1297,1067,1515
MSTRG.17849.1,2147,3458,2476,477,295,291
MSTRG.3667.2,5307,7584,7919,24702,22747,26719
rna-gnl|WGS:|mrna.AT1G40089-RA,0,0,0,3,0,4
rna-NM_001160930.1,0,0,0,0,0,0
rna-NM_001333583.1,0,0,0,0,0,0
rna-NR_139088.1,8,19,15,9,5,12
MSTRG.10976.1,1034,1470,1267,1248,1224,1260
rna-NM_105022.3,0,0,0,0,0,0
MSTRG.17594.1,1843,3147,2040,2470,2080,2596
rna-NM_001334397.1,0,0,0,0,0,0
rna-NR_139479.1,0,3,2,2,0,2
rna-NM_001332479.1,0,0,0,0,0,0
MSTRG.11924.1,4456,6945,5593,11715,11602,13151
MSTRG.17146.1,515,699,598,1194,1191,1672
rna-NM_102922.5,0,0,0,0,0,0
MSTRG.9671.1,241,255,540,4169,3614,5180
rna-NM_001160946.2,0,0,0,0,0,0
MSTRG.805.6,616,827,699,429,437,373
MSTRG.14113.1,68,108,104,299,284,234
rna-NM_104482.5,0,0,0,0,0,0
MSTRG.14826.1,968,1415,1112,1298,1200,1463
rna-NM_101537.2,0,0,0,0,0,0
MSTRG.17846.1,2672,4152,3605,5130,4914,4650
rna-NM_001333298.1,0,0,0,0,0,0
MSTRG.3052.2,904,1583,1315,3419,3463,3316
MSTRG.8004.1,183,313,293,1138,1022,953
MSTRG.10940.1,15,15,23,22,33,141
MSTRG.416.3,26,51,34,26,16,190
MSTRG.416.2,9,14,14,12,10,24
MSTRG.16788.1,708,991,853,1828,1631,2110
MSTRG.12330.1,40,73,37,73,46,275
MSTRG.6904.1,19,53,68,31,35,74
rna-NM_001333640.1,0,0,0,0,0,0
MSTRG.17288.1,1878,2657,2345,1839,1443,1567
MSTRG.7436.1,3591,5186,4641,5777,5141,6954
MSTRG.4989.2,63,154,130,462,378,498
rna-NM_202219.2,0,0,0,0,0,0
MSTRG.8251.1,419,678,459,398,306,449
MSTRG.17947.1,326,504,491,359,408,456
rna-gnl|JCVI|mRNA.AT1G36225.1,0,0,0,0,0,0
MSTRG.6899.1,1507,2434,1869,2189,1889,2278
MSTRG.15012.1,90,91,120,210,155,285
rna-NM_104504.3,0,3,0,12,0,0
MSTRG.7917.1,946,1584,1348,1210,1080,1306
rna-NM_001332142.1,0,0,0,0,0,18
MSTRG.5600.1,421,568,469,468,407,474
MSTRG.3696.2,1162,1149,996,804,598,483
rna-NR_139451.1,0,0,0,1,0,0
rna-NM_102820.3,35,22,25,40,45,56
rna-NR_143537.1,0,0,0,0,0,0
MSTRG.6885.1,11,27,10,6,7,37
rna-NM_001334685.1,0,0,0,0,0,0
MSTRG.17776.1,3956,5245,4245,4546,4059,4697
MSTRG.6169.1,238,356,308,398,419,428
MSTRG.18638.1,60,118,75,154,114,118
MSTRG.3458.1,696,1063,810,760,718,767
